InterfaceUID,InterfaceParentInterfaceUID,InterfaceMachineUID,InterfaceIP,InterfaceMAC,InterfaceNetworkUID,InterfaceDNSName,InterfaceSwitchNumber,InterfaceSwitchPosition,InterfaceNote,InterfacePreffered
N'eda498bd-8d62-402d-a472-35bac4673a91',NULL,N'26e89d64-8526-4660-a7fd-ad28109dec51',N'172.16.6.9',N'E4:1F:13:22:6A:FE',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis09',N'swL111',N'9',NULL,NULL
N'edd35fae-e9ea-4d4f-a67e-a6da347424f0',N'                                    ',N'7da0c6c9-60e0-4405-97a8-96112242811e',N'147.231.25.150',N'00:1C:C4:79:27:FE',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias150',N'swR051',N'12',NULL,NULL
N'edf3b6e1-ab1f-4445-947d-e09bafa86123',NULL,N'3fad3828-8ae1-4299-b2c1-fd88a3557f19',N'172.16.2.37',N'00:1F:C6:D9:45:D6',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis37',N'swL101',N'37',NULL,NULL
N'ef2a2f13-23aa-4295-874f-6527ba210a39',NULL,N'175e755d-4736-43ff-a7f7-698b4526a944',N'172.16.7.14',N'e4:1f:13:ef:25:62',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'ib14',N'swL112',N'37',NULL,NULL
N'ef39452d-f8c8-4657-b880-9d842ba597d9',NULL,N'31640b5e-223a-4b07-92cc-d3947078ff8d',N'172.16.2.14',N'00:1F:C6:D9:46:78',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis14',N'swL101',N'14',NULL,NULL
N'ef7bc749-a31f-4a51-abb7-4fe202e384ba',NULL,N'1aefb68b-f272-4bfc-80e4-6e7da4b999a0',N'147.231.25.53',N'00:E0:ED:18:DE:51',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'sam4',N'swL012',N'12',NULL,NULL
N'f18d3638-c9e8-4e6d-a96c-555f4bdb1aff',N'                                    ',N'f0d6c2f1-ce64-4ac5-b30c-7faf9bee6c44',N'147.231.25.235',N'00:30:6e:2c:69:30',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'hpv',N'sw010',N'11',NULL,NULL
N'f1d23e2a-2d36-404b-8043-90dce630ae5c',NULL,N'28a834a8-a7a6-4cfd-9043-2681465f9345',N'172.16.6.37',N'E4:1F:13:22:50:94',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis37',N'swL112',N'5',NULL,NULL
N'f291dbf7-f5ed-4e37-b839-8be4e9778b56',N'                                    ',N'ad16a4ba-8a95-4ec9-8832-ed8ef48dda0d',N'147.231.25.146',N'00:1B:78:E0:66:12',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias146',N'swR051',N'10',NULL,NULL
N'f2b08a76-8e87-48c3-b1ff-850d5cd40b00',N'                                    ',N'b1fb43b4-7e5a-4978-9efa-187f6a5dea74',N'147.231.25.164',N'00:23:7D:3B:15:1E',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias164',N'swR051',N'6',NULL,NULL
N'f2e2b513-3cb6-49ab-9a63-0775b1e5ed07',N'                                    ',N'072fc6a0-bafa-477c-81f8-1510771ccab7',N'147.231.25.125',N'00:17:A4:8D:A0:8A',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias125',N'swL082',N'2',NULL,NULL
N'f303e597-6ded-4354-9eaa-ac2bd039f1ed',N'                                    ',N'6ec0d9b4-9fc4-450f-b87a-ed0ba14492d7',N'147.231.25.157',N'00:1C:C4:79:7A:EE',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias157',N'swR052',N'9',NULL,NULL
N'f3c3b91e-f6da-4aca-8f58-d7fce9766cb1',NULL,N'00c8abcb-0afd-4331-941b-0f75ca3fe1ee',N'172.16.2.54',N'00:1F:C6:DA:17:9C',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis54',N'swL102',N'12',NULL,NULL
N'f4c475fb-3db0-4e28-a3ca-c81ddb84562f',NULL,N'bff2a922-546f-4023-9769-2524ccb9eee5',N'192.168.2.205',N'00:50:cc:61:5e:f2',N'12001c79-93a2-43c4-9833-59ec442f436c',N'ultamus1200-2.monitor',N'swR081',N'6',NULL,NULL
N'f4e99934-98d5-42be-8459-af9777d8adfe',N'                                    ',N'dfc6d655-df84-465e-89b4-1d393da2b796',N'172.16.4.57',N'00:12:79:3a:52:f1',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum57',N'swL071',N'21',NULL,NULL
N'f527d6dd-cf74-4419-b1ac-bc742d84c8b9',NULL,N'8128bb2b-1a7d-43fa-b135-d081d6b970e8',N'147.231.26.44',N'00:06:5B:0F:5D:AD',N'0dbc6c7f-99f8-4ca5-ae69-968c6655d996',N'pc044b',NULL,NULL,NULL,NULL
N'f5603056-347c-4b3c-a5c5-de8f31db834d',NULL,N'96d63834-7ca3-49d9-b01b-b4ef0500c569',N'172.16.1.18',N'00:30:48:C6:49:56',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'salix18',N'swL051',N'18',NULL,NULL
N'f5ba9f11-2cfe-4b5c-a469-53e65c711a63',N'                                    ',N'd94fd2ad-c129-41fa-b285-99806f83adf2',N'147.231.25.135',N'00:18:71:E7:DA:6C',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias135',N'swL081',N'2',NULL,NULL
N'f5cb7b32-f2a5-4dba-bdc9-3797d38dc1b5',NULL,N'b8e47d51-6c06-4e20-ba8e-22291ed6e936',N'172.16.2.12',N'00:1F:C6:DA:15:3E',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis12',N'swL101',N'12',NULL,NULL
N'f7716ff7-8dc0-4148-ac18-4e9dd898d219',NULL,N'3d78c474-50a0-4f19-acaf-abba47fae0f7',N'172.16.6.5',N'E4:1F:13:22:83:A0',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis05',N'swL111',N'5',NULL,NULL
N'f824310e-7663-497d-8932-9c75d0843f90',NULL,N'a31af9f2-6261-4914-a98c-25d64f9cbddf',N'147.231.26.150',N'00:00:00:00:00:00',N'0dbc6c7f-99f8-4ca5-ae69-968c6655d996',N'dalila.fzu.cz',N'sw253',N'3/17',NULL,NULL
N'f89d82b5-3822-4ff1-bee8-383d578ec3ec',NULL,N'd0e9fa1d-eb8f-4de5-a6af-e57b362e3e9a',N'172.16.6.6',N'E4:1F:13:22:80:5E',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis06',N'swL111',N'6',NULL,NULL
N'f8bd136a-397d-4be3-80d2-0a23885ebe7f',NULL,N'f99d9df7-5663-43a0-ac38-2154ebb7f2c9',N'10.26.202.13',N'00:21:28:00:03:d6',N'3a9e668d-e858-47c0-9998-3c9846838134',N'sv013.fzu.cz',NULL,NULL,N'thsun41',NULL
N'f8f345ae-feed-4800-9d2e-4efc912af548',NULL,N'f902aaa4-756f-4025-b457-e3cfedb6f5c4',N'172.16.2.49',N'00:1F:C6:DA:1E:B0',N'0dbc6c7f-99f8-4ca5-ae69-968c6655d996',N'iberis49',N'swL102',N'7',NULL,NULL
N'f9047065-ecff-4408-bded-37c582c70db7',NULL,N'7d32b049-1ac8-4435-b211-f69057532827',N'172.16.7.15',N'e4:1f:13:ef:25:aa',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'ib15',N'swL112',N'36',NULL,NULL
N'f96d2d27-f087-40b7-97bc-16bd1d47d95c',NULL,N'bc244aad-dec2-4419-bb62-a0747afb5e71',N'172.16.6.23',N'E4:1F:13:22:68:34',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis23',N'swL111',N'23',NULL,NULL
N'f9cc010d-5e6c-4935-9103-a4f2e970eaef',N'                                    ',N'6c421989-6d4b-47df-9b39-510ef75ed171',N'172.16.4.34',N'00:0F:20:7A:18:C6',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum34',N'swL041',N'28',NULL,NULL
N'fa1a1cc4-da08-40b6-8cbe-db5c93b5cd65',N'                                    ',N'd10d62b3-3853-4ae8-9081-5aa86d3c7ded',N'172.16.4.21',N'00:0f:20:7a:e7:80',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum21',N'swL041',N'16',NULL,NULL
N'faaa3e4b-aa4c-473d-b5eb-243877b08ceb',NULL,N'a33306b0-7196-4c4e-886f-c3d3a5dc9d2a',N'172.16.6.26',N'E4:1F:13:22:67:3E',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis26',N'swL111',N'26',NULL,NULL
N'faded658-5855-4fa7-bdab-7b31cb5d2585',NULL,N'9650abd7-e9ec-4d10-a68d-69ca80f8cf2b',N'172.16.2.43',N'00:1F:C6:D9:46:6C',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis43',N'swL102',N'1',NULL,NULL
N'fb430886-8fe5-45e3-a8e6-15e72e65ab2d',N'                                    ',N'e0e3c21a-1965-46f5-9ded-58010b2a7c5b',N'147.231.25.142',N'00:1A:4B:D0:54:AA',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias142',N'swL081',N'15',NULL,NULL
N'fb60759e-e583-4ce5-a62c-87d23e060c58',NULL,N'cc627850-040f-419b-83cb-06aebfa37f83',N'192.168.2.217',N'00:04:02:fc:56:80',N'12001c79-93a2-43c4-9833-59ec442f436c',N'satabeast3-1.monitor',N'swL031',N'15',NULL,NULL
N'fbcda229-1db0-4507-a829-dff370f07ce3',NULL,N'371c83ea-0f35-49bb-9baa-91a94d57f925',N'147.231.25.24',N'18:a9:05:76:b9:c0',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'storage7',N'sw253',N'4/1',NULL,NULL
N'fbdd5c34-1eaf-4fdf-bada-ed7d53e620ac',NULL,N'7e71917c-2ee6-4f8a-898d-e5a8cfbb4e2b',N'172.16.6.8',N'E4:1F:13:22:48:66',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis08',N'swL111',N'8',NULL,NULL
N'fccc1d10-a30a-413a-a796-915cea9b9920',NULL,N'5601a4fc-2b5f-4f5c-bc82-b25eb2386b4d',N'172.16.1.26',N'00:30:48:C4:C8:20',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'salix26',N'swL051',N'26',NULL,NULL
N'fd60dd21-3785-4910-bf33-e2a706208e66',NULL,N'c751adec-78d8-4dae-8a60-574cf03b28a3',N'172.16.6.1',N'E4:1F:13:22:82:7A',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis01',N'swL111',N'1',NULL,NULL
N'fd7dc3d4-3176-4fb2-bf47-997273d4f4af',NULL,N'62670c26-f118-44ce-a618-a985d152fa2c',N'172.16.7.10',N'e4:1f:13:ef:2a:d8',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'ib10',N'swL112',N'41',NULL,NULL
N'fde0a6ae-6da3-4a91-8f36-fdfcdf4b88bb',NULL,N'91d9bcb4-17e9-49f3-a429-4681bc0331dd',N'172.16.1.36',N'00:30:48:C6:A8:AC',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'salix36',N'swL051',N'36',NULL,NULL
N'fe12bda2-4266-4759-86d0-66668cdffd21',N'                                    ',N'9d7552ae-8ad5-4366-ac8f-05ca6e87e9e8',N'172.16.4.36',N'00:0f:20:7a:b7:10',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum36',N'swL041',N'30',NULL,NULL
N'fe327e80-fe39-4589-baa4-fed53f435b48',NULL,N'b44cb513-7206-407f-baca-40b83b1842c9',N'172.16.6.22',N'E4:1F:13:22:7B:B4',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis22',N'swL111',N'22',NULL,NULL
N'fe80b2f7-c42b-4c60-8723-5bdab65eba5e',NULL,N'3016a8c0-245c-4bf9-8e2d-3a840b0a1cff',NULL,N'00:00:00:00:00:00',N'0dbc6c7f-99f8-4ca5-ae69-968c6655d996',N'SB 03-4',NULL,NULL,NULL,NULL
N'fe8972e9-c4e2-4e07-8205-2c1a8f3743a9',NULL,N'6d7221fe-92be-4ec6-97b3-2ce039ce4311',N'10.26.202.17',N'00:14:4F:ED:C9:B4',N'3a9e668d-e858-47c0-9998-3c9846838134',N'sv017.fzu.cz',NULL,NULL,N'thsun42',NULL
N'fea08fe4-4fde-421c-b201-234d79e2b94c',N'                                    ',N'6541cf3b-58e5-4393-bb51-6a8fdde7d3f0',N'147.231.25.108',N'00:16:35:3A:B2:90',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias108',N'swL083',N'6',NULL,NULL
N'ff1eb61c-3d3f-4fc9-9ed2-088afe6c5482',NULL,N'ef978d18-8de1-4047-895a-ba567f6515af',N'172.16.7.4',N'e4:1f:13:ef:26:a6',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'ib04',N'swL111',N'41',NULL,NULL
N'ffa0f3ee-a1d1-4dbf-8a6f-7812b41237da',NULL,N'a2b7e5d5-151c-4dd3-ae46-48c2e5c66129',N'172.16.1.27',N'00:30:48:C6:49:74',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'salix27',N'swL051',N'27',NULL,NULL
N'ffc719da-4bca-42ca-bd62-0643a24d1e19',N'                                    ',N'797a5670-2396-4c86-b944-25621fcafe7c',N'147.231.25.9',N'00:30:6e:2c:7c:2c',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias09',N'sw013',N'9',NULL,NULL
